day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,day*month,day*year,day*Temperature,day*RH,day*Ws,day*Rain,day*FFMC,day*DMC,day*DC,day*ISI,day*BUI,day*FWI,month*year,month*Temperature,month*RH,month*Ws,month*Rain,month*FFMC,month*DMC,month*DC,month*ISI,month*BUI,month*FWI,year*Temperature,year*RH,year*Ws,year*Rain,year*FFMC,year*DMC,year*DC,year*ISI,year*BUI,year*FWI,Temperature*RH,Temperature*Ws,Temperature*Rain,Temperature*FFMC,Temperature*DMC,Temperature*DC,Temperature*ISI,Temperature*BUI,Temperature*FWI,RH*Ws,RH*Rain,RH*FFMC,RH*DMC,RH*DC,RH*ISI,RH*BUI,RH*FWI,Ws*Rain,Ws*FFMC,Ws*DMC,Ws*DC,Ws*ISI,Ws*BUI,Ws*FWI,Rain*FFMC,Rain*DMC,Rain*DC,Rain*ISI,Rain*BUI,Rain*FWI,FFMC*DMC,FFMC*DC,FFMC*ISI,FFMC*BUI,FFMC*FWI,DMC*DC,DMC*ISI,DMC*BUI,DMC*FWI,DC*ISI,DC*BUI,DC*FWI,ISI*BUI,ISI*FWI,BUI*FWI
2,6,2012,30,73,13,4.0,55.7,2.7,7.8,0.6,2.9,0.2,12.0,4024.0,60.0,146.0,26.0,8.0,111.4,5.4,15.6,1.2,5.8,0.4,12072.0,180.0,438.0,78.0,24.0,334.20000000000005,16.200000000000003,46.8,3.5999999999999996,17.4,1.2000000000000002,60360.0,146876.0,26156.0,8048.0,112068.40000000001,5432.400000000001,15693.6,1207.2,5834.8,402.40000000000003,2190.0,390.0,120.0,1671.0,81.0,234.0,18.0,87.0,6.0,949.0,292.0,4066.1000000000004,197.10000000000002,569.4,43.8,211.7,14.600000000000001,52.0,724.1,35.1,101.39999999999999,7.8,37.699999999999996,2.6,222.8,10.8,31.2,2.4,11.6,0.8,150.39000000000001,434.46000000000004,33.42,161.53,11.14,21.060000000000002,1.62,7.83,0.54,4.68,22.619999999999997,1.56,1.74,0.12,0.58
3,6,2012,29,80,14,2.0,48.7,2.2,7.6,0.3,2.6,0.1,18.0,6036.0,87.0,240.0,42.0,6.0,146.10000000000002,6.6000000000000005,22.799999999999997,0.8999999999999999,7.800000000000001,0.30000000000000004,12072.0,174.0,480.0,84.0,12.0,292.20000000000005,13.200000000000001,45.599999999999994,1.7999999999999998,15.600000000000001,0.6000000000000001,58348.0,160960.0,28168.0,4024.0,97984.40000000001,4426.400000000001,15291.199999999999,603.6,5231.2,201.20000000000002,2320.0,406.0,58.0,1412.3000000000002,63.800000000000004,220.39999999999998,8.7,75.4,2.9000000000000004,1120.0,160.0,3896.0,176.0,608.0,24.0,208.0,8.0,28.0,681.8000000000001,30.800000000000004,106.39999999999999,4.2,36.4,1.4000000000000001,97.4,4.4,15.2,0.6,5.2,0.2,107.14000000000001,370.12,14.61,126.62000000000002,4.870000000000001,16.72,0.66,5.720000000000001,0.22000000000000003,2.28,19.759999999999998,0.76,0.78,0.03,0.26
4,6,2012,30,64,14,0.0,79.4,5.2,15.4,2.2,5.6,1.0,24.0,8048.0,120.0,256.0,56.0,0.0,317.6,20.8,61.6,8.8,22.4,4.0,12072.0,180.0,384.0,84.0,0.0,476.40000000000003,31.200000000000003,92.4,13.200000000000001,33.599999999999994,6.0,60360.0,128768.0,28168.0,0.0,159752.80000000002,10462.4,30984.8,4426.400000000001,11267.199999999999,2012.0,1920.0,420.0,0.0,2382.0,156.0,462.0,66.0,168.0,30.0,896.0,0.0,5081.6,332.8,985.6,140.8,358.4,64.0,0.0,1111.6000000000001,72.8,215.6,30.800000000000004,78.39999999999999,14.0,0.0,0.0,0.0,0.0,0.0,0.0,412.88000000000005,1222.7600000000002,174.68000000000004,444.64,79.4,80.08,11.440000000000001,29.119999999999997,5.2,33.88,86.24,15.4,12.32,2.2,5.6
5,6,2012,32,60,14,0.2,77.1,6.0,17.6,1.8,6.5,0.9,30.0,10060.0,160.0,300.0,70.0,1.0,385.5,30.0,88.0,9.0,32.5,4.5,12072.0,192.0,360.0,84.0,1.2000000000000002,462.59999999999997,36.0,105.60000000000001,10.8,39.0,5.4,64384.0,120720.0,28168.0,402.40000000000003,155125.19999999998,12072.0,35411.200000000004,3621.6,13078.0,1810.8,1920.0,448.0,6.4,2467.2,192.0,563.2,57.6,208.0,28.8,840.0,12.0,4626.0,360.0,1056.0,108.0,390.0,54.0,2.8000000000000003,1079.3999999999999,84.0,246.40000000000003,25.2,91.0,12.6,15.42,1.2000000000000002,3.5200000000000005,0.36000000000000004,1.3,0.18000000000000002,462.59999999999997,1356.96,138.78,501.15,69.39,105.60000000000001,10.8,39.0,5.4,31.680000000000003,114.4,15.840000000000002,11.700000000000001,1.62,5.8500000000000005
6,6,2012,35,54,11,0.1,83.7,8.4,26.3,3.1,9.3,3.1,36.0,12072.0,210.0,324.0,66.0,0.6000000000000001,502.20000000000005,50.400000000000006,157.8,18.6,55.800000000000004,18.6,12072.0,210.0,324.0,66.0,0.6000000000000001,502.20000000000005,50.400000000000006,157.8,18.6,55.800000000000004,18.6,70420.0,108648.0,22132.0,201.20000000000002,168404.4,16900.8,52915.6,6237.2,18711.600000000002,6237.2,1890.0,385.0,3.5,2929.5,294.0,920.5,108.5,325.5,108.5,594.0,5.4,4519.8,453.6,1420.2,167.4,502.20000000000005,167.4,1.1,920.7,92.4,289.3,34.1,102.30000000000001,34.1,8.370000000000001,0.8400000000000001,2.6300000000000003,0.31000000000000005,0.9300000000000002,0.31000000000000005,703.08,2201.31,259.47,778.4100000000001,259.47,220.92000000000002,26.040000000000003,78.12,26.040000000000003,81.53,244.59000000000003,81.53,28.830000000000002,9.610000000000001,28.830000000000002
7,6,2012,35,44,17,0.2,85.6,9.9,28.9,5.4,10.7,6.0,42.0,14084.0,245.0,308.0,119.0,1.4000000000000001,599.1999999999999,69.3,202.29999999999998,37.800000000000004,74.89999999999999,42.0,12072.0,210.0,264.0,102.0,1.2000000000000002,513.5999999999999,59.400000000000006,173.39999999999998,32.400000000000006,64.19999999999999,36.0,70420.0,88528.0,34204.0,402.40000000000003,172227.19999999998,19918.8,58146.799999999996,10864.800000000001,21528.399999999998,12072.0,1540.0,595.0,7.0,2996.0,346.5,1011.5,189.0,374.5,210.0,748.0,8.8,3766.3999999999996,435.6,1271.6,237.60000000000002,470.79999999999995,264.0,3.4000000000000004,1455.1999999999998,168.3,491.29999999999995,91.80000000000001,181.89999999999998,102.0,17.12,1.9800000000000002,5.78,1.08,2.14,1.2000000000000002,847.4399999999999,2473.8399999999997,462.24,915.9199999999998,513.5999999999999,286.11,53.46000000000001,105.92999999999999,59.400000000000006,156.06,309.22999999999996,173.39999999999998,57.78,32.400000000000006,64.19999999999999
8,6,2012,28,51,17,1.3,71.4,7.7,7.4,1.5,7.3,0.8,48.0,16096.0,224.0,408.0,136.0,10.4,571.2,61.6,59.2,12.0,58.4,6.4,12072.0,168.0,306.0,102.0,7.800000000000001,428.40000000000003,46.2,44.400000000000006,9.0,43.8,4.800000000000001,56336.0,102612.0,34204.0,2615.6,143656.80000000002,15492.4,14888.800000000001,3018.0,14687.6,1609.6000000000001,1428.0,476.0,36.4,1999.2000000000003,215.6,207.20000000000002,42.0,204.4,22.400000000000002,867.0,66.3,3641.4,392.7,377.40000000000003,76.5,372.3,40.800000000000004,22.1,1213.8000000000002,130.9,125.80000000000001,25.5,124.1,13.600000000000001,92.82000000000001,10.01,9.620000000000001,1.9500000000000002,9.49,1.04,549.7800000000001,528.36,107.10000000000001,521.22,57.120000000000005,56.980000000000004,11.55,56.21,6.16,11.100000000000001,54.02,5.920000000000001,10.95,1.2000000000000002,5.84
9,6,2012,27,59,18,0.1,78.1,8.5,14.7,2.4,8.3,1.9,54.0,18108.0,243.0,531.0,162.0,0.9,702.9,76.5,132.29999999999998,21.599999999999998,74.7,17.099999999999998,12072.0,162.0,354.0,108.0,0.6000000000000001,468.59999999999997,51.0,88.19999999999999,14.399999999999999,49.800000000000004,11.399999999999999,54324.0,118708.0,36216.0,201.20000000000002,157137.19999999998,17102.0,29576.399999999998,4828.8,16699.600000000002,3822.7999999999997,1593.0,486.0,2.7,2108.7,229.5,396.9,64.8,224.10000000000002,51.3,1062.0,5.9,4607.9,501.5,867.3,141.6,489.70000000000005,112.1,1.8,1405.8,153.0,264.59999999999997,43.199999999999996,149.4,34.199999999999996,7.81,0.8500000000000001,1.47,0.24,0.8300000000000001,0.19,663.8499999999999,1148.07,187.43999999999997,648.23,148.39,124.94999999999999,20.4,70.55000000000001,16.15,35.279999999999994,122.01,27.929999999999996,19.92,4.56,15.770000000000001
10,6,2012,30,41,15,0.0,89.4,13.3,22.5,8.4,13.1,10.0,60.0,20120.0,300.0,410.0,150.0,0.0,894.0,133.0,225.0,84.0,131.0,100.0,12072.0,180.0,246.0,90.0,0.0,536.4000000000001,79.80000000000001,135.0,50.400000000000006,78.6,60.0,60360.0,82492.0,30180.0,0.0,179872.80000000002,26759.600000000002,45270.0,16900.8,26357.2,20120.0,1230.0,450.0,0.0,2682.0,399.0,675.0,252.0,393.0,300.0,615.0,0.0,3665.4,545.3000000000001,922.5,344.40000000000003,537.1,410.0,0.0,1341.0,199.5,337.5,126.0,196.5,150.0,0.0,0.0,0.0,0.0,0.0,0.0,1189.0200000000002,2011.5000000000002,750.96,1171.14,894.0,299.25,111.72000000000001,174.23000000000002,133.0,189.0,294.75,225.0,110.04,84.0,131.0
11,6,2012,31,42,21,0.0,90.6,18.2,30.5,13.4,18.0,16.7,66.0,22132.0,341.0,462.0,231.0,0.0,996.5999999999999,200.2,335.5,147.4,198.0,183.7,12072.0,186.0,252.0,126.0,0.0,543.5999999999999,109.19999999999999,183.0,80.4,108.0,100.19999999999999,62372.0,84504.0,42252.0,0.0,182287.19999999998,36618.4,61366.0,26960.8,36216.0,33600.4,1302.0,651.0,0.0,2808.6,564.1999999999999,945.5,415.40000000000003,558.0,517.6999999999999,882.0,0.0,3805.2,764.4,1281.0,562.8000000000001,756.0,701.4,0.0,1902.6,382.2,640.5,281.40000000000003,378.0,350.7,0.0,0.0,0.0,0.0,0.0,0.0,1648.9199999999998,2763.2999999999997,1214.04,1630.8,1513.0199999999998,555.1,243.88,327.59999999999997,303.94,408.7,549.0,509.34999999999997,241.20000000000002,223.78,300.59999999999997
12,6,2012,27,58,17,0.0,88.9,21.3,37.8,8.7,21.2,12.9,72.0,24144.0,324.0,696.0,204.0,0.0,1066.8000000000002,255.60000000000002,453.59999999999997,104.39999999999999,254.39999999999998,154.8,12072.0,162.0,348.0,102.0,0.0,533.4000000000001,127.80000000000001,226.79999999999998,52.199999999999996,127.19999999999999,77.4,54324.0,116696.0,34204.0,0.0,178866.80000000002,42855.6,76053.59999999999,17504.399999999998,42654.4,25954.8,1566.0,459.0,0.0,2400.3,575.1,1020.5999999999999,234.89999999999998,572.4,348.3,986.0,0.0,5156.200000000001,1235.4,2192.3999999999996,504.59999999999997,1229.6,748.2,0.0,1511.3000000000002,362.1,642.5999999999999,147.89999999999998,360.4,219.3,0.0,0.0,0.0,0.0,0.0,0.0,1893.5700000000002,3360.42,773.43,1884.68,1146.8100000000002,805.14,185.31,451.56,274.77000000000004,328.85999999999996,801.3599999999999,487.62,184.43999999999997,112.22999999999999,273.48
13,6,2012,30,52,15,2.0,72.3,11.4,7.8,1.4,10.9,0.9,78.0,26156.0,390.0,676.0,195.0,26.0,939.9,148.20000000000002,101.39999999999999,18.2,141.70000000000002,11.700000000000001,12072.0,180.0,312.0,90.0,12.0,433.79999999999995,68.4,46.8,8.399999999999999,65.4,5.4,60360.0,104624.0,30180.0,4024.0,145467.6,22936.8,15693.6,2816.7999999999997,21930.8,1810.8,1560.0,450.0,60.0,2169.0,342.0,234.0,42.0,327.0,27.0,780.0,104.0,3759.6,592.8000000000001,405.59999999999997,72.8,566.8000000000001,46.800000000000004,30.0,1084.5,171.0,117.0,21.0,163.5,13.5,144.6,22.8,15.6,2.8,21.8,1.8,824.22,563.9399999999999,101.21999999999998,788.07,65.07,88.92,15.959999999999999,124.26,10.26,10.92,85.02,7.02,15.26,1.26,9.81
14,6,2012,27,79,16,0.7,53.4,6.4,7.3,0.5,6.1,0.3,84.0,28168.0,378.0,1106.0,224.0,9.799999999999999,747.6,89.60000000000001,102.2,7.0,85.39999999999999,4.2,12072.0,162.0,474.0,96.0,4.199999999999999,320.4,38.400000000000006,43.8,3.0,36.599999999999994,1.7999999999999998,54324.0,158948.0,32192.0,1408.3999999999999,107440.8,12876.800000000001,14687.6,1006.0,12273.199999999999,603.6,2133.0,432.0,18.9,1441.8,172.8,197.1,13.5,164.7,8.1,1264.0,55.3,4218.599999999999,505.6,576.6999999999999,39.5,481.9,23.7,11.2,854.4,102.4,116.8,8.0,97.6,4.8,37.379999999999995,4.4799999999999995,5.109999999999999,0.35,4.27,0.21,341.76,389.82,26.7,325.73999999999995,16.02,46.72,3.2,39.04,1.92,3.65,44.529999999999994,2.19,3.05,0.15,1.8299999999999998
15,6,2012,28,90,15,0.0,66.8,7.2,14.7,1.2,7.1,0.6,90.0,30180.0,420.0,1350.0,225.0,0.0,1002.0,108.0,220.5,18.0,106.5,9.0,12072.0,168.0,540.0,90.0,0.0,400.79999999999995,43.2,88.19999999999999,7.199999999999999,42.599999999999994,3.5999999999999996,56336.0,181080.0,30180.0,0.0,134401.6,14486.4,29576.399999999998,2414.4,14285.199999999999,1207.2,2520.0,420.0,0.0,1870.3999999999999,201.6,411.59999999999997,33.6,198.79999999999998,16.8,1350.0,0.0,6012.0,648.0,1323.0,108.0,639.0,54.0,0.0,1002.0,108.0,220.5,18.0,106.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,480.96,981.9599999999999,80.16,474.28,40.08,105.84,8.64,51.12,4.32,17.639999999999997,104.36999999999999,8.819999999999999,8.52,0.72,4.26
16,6,2012,29,87,15,0.4,47.4,4.2,8.0,0.2,4.1,0.1,96.0,32192.0,464.0,1392.0,240.0,6.4,758.4,67.2,128.0,3.2,65.6,1.6,12072.0,174.0,522.0,90.0,2.4000000000000004,284.4,25.200000000000003,48.0,1.2000000000000002,24.599999999999998,0.6000000000000001,58348.0,175044.0,30180.0,804.8000000000001,95368.8,8450.4,16096.0,402.40000000000003,8249.199999999999,201.20000000000002,2523.0,435.0,11.600000000000001,1374.6,121.80000000000001,232.0,5.800000000000001,118.89999999999999,2.9000000000000004,1305.0,34.800000000000004,4123.8,365.40000000000003,696.0,17.400000000000002,356.7,8.700000000000001,6.0,711.0,63.0,120.0,3.0,61.49999999999999,1.5,18.96,1.6800000000000002,3.2,0.08000000000000002,1.64,0.04000000000000001,199.08,379.2,9.48,194.33999999999997,4.74,33.6,0.8400000000000001,17.22,0.42000000000000004,1.6,32.8,0.8,0.82,0.020000000000000004,0.41
17,6,2012,31,69,17,4.7,62.2,3.9,8.0,1.1,3.8,0.4,102.0,34204.0,527.0,1173.0,289.0,79.9,1057.4,66.3,136.0,18.700000000000003,64.6,6.800000000000001,12072.0,186.0,414.0,102.0,28.200000000000003,373.20000000000005,23.4,48.0,6.6000000000000005,22.799999999999997,2.4000000000000004,62372.0,138828.0,34204.0,9456.4,125146.40000000001,7846.8,16096.0,2213.2000000000003,7645.599999999999,804.8000000000001,2139.0,527.0,145.70000000000002,1928.2,120.89999999999999,248.0,34.1,117.8,12.4,1173.0,324.3,4291.8,269.09999999999997,552.0,75.9,262.2,27.6,79.9,1057.4,66.3,136.0,18.700000000000003,64.6,6.800000000000001,292.34000000000003,18.330000000000002,37.6,5.170000000000001,17.86,1.8800000000000001,242.58,497.6,68.42,236.36,24.880000000000003,31.2,4.29,14.819999999999999,1.56,8.8,30.4,3.2,4.18,0.44000000000000006,1.52
18,6,2012,33,62,10,8.7,65.5,4.6,8.3,0.9,4.4,0.4,108.0,36216.0,594.0,1116.0,180.0,156.6,1179.0,82.8,149.4,16.2,79.2,7.2,12072.0,198.0,372.0,60.0,52.199999999999996,393.0,27.599999999999998,49.800000000000004,5.4,26.400000000000002,2.4000000000000004,66396.0,124744.0,20120.0,17504.399999999998,131786.0,9255.199999999999,16699.600000000002,1810.8,8852.800000000001,804.8000000000001,2046.0,330.0,287.09999999999997,2161.5,151.79999999999998,273.90000000000003,29.7,145.20000000000002,13.200000000000001,620.0,539.4,4061.0,285.2,514.6,55.800000000000004,272.8,24.8,87.0,655.0,46.0,83.0,9.0,44.0,4.0,569.8499999999999,40.019999999999996,72.21,7.829999999999999,38.28,3.48,301.29999999999995,543.6500000000001,58.95,288.20000000000005,26.200000000000003,38.18,4.14,20.24,1.8399999999999999,7.470000000000001,36.52,3.3200000000000003,3.9600000000000004,0.36000000000000004,1.7600000000000002
19,6,2012,32,67,14,4.5,64.6,4.4,8.2,1.0,4.2,0.4,114.0,38228.0,608.0,1273.0,266.0,85.5,1227.3999999999999,83.60000000000001,155.79999999999998,19.0,79.8,7.6000000000000005,12072.0,192.0,402.0,84.0,27.0,387.59999999999997,26.400000000000002,49.199999999999996,6.0,25.200000000000003,2.4000000000000004,64384.0,134804.0,28168.0,9054.0,129975.19999999998,8852.800000000001,16498.399999999998,2012.0,8450.4,804.8000000000001,2144.0,448.0,144.0,2067.2,140.8,262.4,32.0,134.4,12.8,938.0,301.5,4328.2,294.8,549.4,67.0,281.40000000000003,26.8,63.0,904.3999999999999,61.60000000000001,114.79999999999998,14.0,58.800000000000004,5.6000000000000005,290.7,19.8,36.9,4.5,18.900000000000002,1.8,284.24,529.7199999999999,64.6,271.32,25.84,36.08,4.4,18.480000000000004,1.7600000000000002,8.2,34.44,3.28,4.2,0.4,1.6800000000000002
20,6,2012,31,72,14,0.2,60.2,3.8,8.0,0.8,3.7,0.3,120.0,40240.0,620.0,1440.0,280.0,4.0,1204.0,76.0,160.0,16.0,74.0,6.0,12072.0,186.0,432.0,84.0,1.2000000000000002,361.20000000000005,22.799999999999997,48.0,4.800000000000001,22.200000000000003,1.7999999999999998,62372.0,144864.0,28168.0,402.40000000000003,121122.40000000001,7645.599999999999,16096.0,1609.6000000000001,7444.400000000001,603.6,2232.0,434.0,6.2,1866.2,117.8,248.0,24.8,114.7,9.299999999999999,1008.0,14.4,4334.400000000001,273.59999999999997,576.0,57.6,266.40000000000003,21.599999999999998,2.8000000000000003,842.8000000000001,53.199999999999996,112.0,11.200000000000001,51.800000000000004,4.2,12.040000000000001,0.76,1.6,0.16000000000000003,0.7400000000000001,0.06,228.76,481.6,48.160000000000004,222.74,18.06,30.4,3.04,14.06,1.14,6.4,29.6,2.4,2.9600000000000004,0.24,1.11
21,6,2012,32,55,14,0.0,86.2,8.3,18.4,5.0,8.2,4.9,126.0,42252.0,672.0,1155.0,294.0,0.0,1810.2,174.3,386.4,105.0,172.2,102.9,12072.0,192.0,330.0,84.0,0.0,517.2,49.800000000000004,110.39999999999999,30.0,49.199999999999996,29.400000000000002,64384.0,110660.0,28168.0,0.0,173434.4,16699.600000000002,37020.799999999996,10060.0,16498.399999999998,9858.800000000001,1760.0,448.0,0.0,2758.4,265.6,588.8,160.0,262.4,156.8,770.0,0.0,4741.0,456.50000000000006,1011.9999999999999,275.0,450.99999999999994,269.5,0.0,1206.8,116.20000000000002,257.59999999999997,70.0,114.79999999999998,68.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,715.46,1586.08,431.0,706.8399999999999,422.38000000000005,152.72,41.5,68.06,40.67000000000001,92.0,150.87999999999997,90.16,41.0,24.5,40.18
22,6,2012,33,46,14,1.1,78.3,8.1,8.3,1.9,7.7,1.2,132.0,44264.0,726.0,1012.0,308.0,24.200000000000003,1722.6,178.2,182.60000000000002,41.8,169.4,26.4,12072.0,198.0,276.0,84.0,6.6000000000000005,469.79999999999995,48.599999999999994,49.800000000000004,11.399999999999999,46.2,7.199999999999999,66396.0,92552.0,28168.0,2213.2000000000003,157539.6,16297.199999999999,16699.600000000002,3822.7999999999997,15492.4,2414.4,1518.0,462.0,36.300000000000004,2583.9,267.3,273.90000000000003,62.699999999999996,254.1,39.6,644.0,50.6,3601.7999999999997,372.59999999999997,381.8,87.39999999999999,354.2,55.199999999999996,15.400000000000002,1096.2,113.39999999999999,116.20000000000002,26.599999999999998,107.8,16.8,86.13000000000001,8.91,9.13,2.09,8.47,1.32,634.2299999999999,649.89,148.76999999999998,602.91,93.96,67.23,15.389999999999999,62.37,9.719999999999999,15.770000000000001,63.910000000000004,9.96,14.629999999999999,2.28,9.24
23,6,2012,33,59,16,0.8,74.2,7.0,8.3,1.6,6.7,0.8,138.0,46276.0,759.0,1357.0,368.0,18.400000000000002,1706.6000000000001,161.0,190.9,36.800000000000004,154.1,18.400000000000002,12072.0,198.0,354.0,96.0,4.800000000000001,445.20000000000005,42.0,49.800000000000004,9.600000000000001,40.2,4.800000000000001,66396.0,118708.0,32192.0,1609.6000000000001,149290.4,14084.0,16699.600000000002,3219.2000000000003,13480.4,1609.6000000000001,1947.0,528.0,26.400000000000002,2448.6,231.0,273.90000000000003,52.800000000000004,221.1,26.400000000000002,944.0,47.2,4377.8,413.0,489.70000000000005,94.4,395.3,47.2,12.8,1187.2,112.0,132.8,25.6,107.2,12.8,59.36000000000001,5.6000000000000005,6.640000000000001,1.2800000000000002,5.36,0.6400000000000001,519.4,615.8600000000001,118.72000000000001,497.14000000000004,59.36000000000001,58.10000000000001,11.200000000000001,46.9,5.6000000000000005,13.280000000000001,55.61000000000001,6.640000000000001,10.72,1.2800000000000002,5.36
24,6,2012,35,68,16,0.0,85.3,10.0,17.0,4.9,9.9,5.3,144.0,48288.0,840.0,1632.0,384.0,0.0,2047.1999999999998,240.0,408.0,117.60000000000001,237.60000000000002,127.19999999999999,12072.0,210.0,408.0,96.0,0.0,511.79999999999995,60.0,102.0,29.400000000000002,59.400000000000006,31.799999999999997,70420.0,136816.0,32192.0,0.0,171623.6,20120.0,34204.0,9858.800000000001,19918.8,10663.6,2380.0,560.0,0.0,2985.5,350.0,595.0,171.5,346.5,185.5,1088.0,0.0,5800.4,680.0,1156.0,333.20000000000005,673.2,360.4,0.0,1364.8,160.0,272.0,78.4,158.4,84.8,0.0,0.0,0.0,0.0,0.0,0.0,853.0,1450.1,417.97,844.47,452.09,170.0,49.0,99.0,53.0,83.30000000000001,168.3,90.1,48.510000000000005,25.970000000000002,52.47
25,6,2012,34,70,16,0.0,86.0,12.8,25.6,5.4,12.7,6.7,150.0,50300.0,850.0,1750.0,400.0,0.0,2150.0,320.0,640.0,135.0,317.5,167.5,12072.0,204.0,420.0,96.0,0.0,516.0,76.80000000000001,153.60000000000002,32.400000000000006,76.19999999999999,40.2,68408.0,140840.0,32192.0,0.0,173032.0,25753.600000000002,51507.200000000004,10864.800000000001,25552.399999999998,13480.4,2380.0,544.0,0.0,2924.0,435.20000000000005,870.4000000000001,183.60000000000002,431.79999999999995,227.8,1120.0,0.0,6020.0,896.0,1792.0,378.0,889.0,469.0,0.0,1376.0,204.8,409.6,86.4,203.2,107.2,0.0,0.0,0.0,0.0,0.0,0.0,1100.8,2201.6,464.40000000000003,1092.2,576.2,327.68000000000006,69.12,162.56,85.76,138.24,325.12,171.52,68.58,36.18000000000001,85.09
26,6,2012,36,62,16,0.0,87.8,16.5,34.5,7.0,16.4,9.5,156.0,52312.0,936.0,1612.0,416.0,0.0,2282.7999999999997,429.0,897.0,182.0,426.4,247.0,12072.0,216.0,372.0,96.0,0.0,526.8,99.0,207.0,42.0,98.39999999999999,57.0,72432.0,124744.0,32192.0,0.0,176653.6,33198.0,69414.0,14084.0,32996.799999999996,19114.0,2232.0,576.0,0.0,3160.7999999999997,594.0,1242.0,252.0,590.4,342.0,992.0,0.0,5443.599999999999,1023.0,2139.0,434.0,1016.8,589.0,0.0,1404.8,264.0,552.0,112.0,262.4,152.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.7,3029.1,614.6,1439.9199999999998,834.1,569.25,115.5,270.59999999999997,156.75,241.5,565.8,327.75,114.79999999999998,66.5,155.79999999999998
27,6,2012,36,55,15,0.0,89.1,20.9,43.3,8.0,20.8,12.0,162.0,54324.0,972.0,1485.0,405.0,0.0,2405.7,564.3,1169.1,216.0,561.6,324.0,12072.0,216.0,330.0,90.0,0.0,534.5999999999999,125.39999999999999,259.79999999999995,48.0,124.80000000000001,72.0,72432.0,110660.0,30180.0,0.0,179269.19999999998,42050.799999999996,87119.59999999999,16096.0,41849.6,24144.0,1980.0,540.0,0.0,3207.6,752.4,1558.8,288.0,748.8000000000001,432.0,825.0,0.0,4900.5,1149.5,2381.5,440.0,1144.0,660.0,0.0,1336.5,313.5,649.5,120.0,312.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1862.1899999999998,3858.0299999999993,712.8,1853.28,1069.1999999999998,904.9699999999999,167.2,434.71999999999997,250.79999999999998,346.4,900.64,519.5999999999999,166.4,96.0,249.60000000000002
28,6,2012,37,37,13,0.0,92.5,27.2,52.4,11.7,27.1,18.4,168.0,56336.0,1036.0,1036.0,364.0,0.0,2590.0,761.6,1467.2,327.59999999999997,758.8000000000001,515.1999999999999,12072.0,222.0,222.0,78.0,0.0,555.0,163.2,314.4,70.19999999999999,162.60000000000002,110.39999999999999,74444.0,74444.0,26156.0,0.0,186110.0,54726.4,105428.8,23540.399999999998,54525.200000000004,37020.799999999996,1369.0,481.0,0.0,3422.5,1006.4,1938.8,432.9,1002.7,680.8,481.0,0.0,3422.5,1006.4,1938.8,432.9,1002.7,680.8,0.0,1202.5,353.59999999999997,681.1999999999999,152.1,352.3,239.2,0.0,0.0,0.0,0.0,0.0,0.0,2516.0,4847.0,1082.25,2506.75,1701.9999999999998,1425.28,318.23999999999995,737.12,500.47999999999996,613.0799999999999,1420.04,964.1599999999999,317.07,215.27999999999997,498.64
29,6,2012,37,36,13,0.6,86.2,17.9,36.7,4.8,17.8,7.2,174.0,58348.0,1073.0,1044.0,377.0,17.4,2499.8,519.0999999999999,1064.3000000000002,139.2,516.2,208.8,12072.0,222.0,216.0,78.0,3.5999999999999996,517.2,107.39999999999999,220.20000000000002,28.799999999999997,106.80000000000001,43.2,74444.0,72432.0,26156.0,1207.2,173434.4,36014.799999999996,73840.40000000001,9657.6,35813.6,14486.4,1332.0,481.0,22.2,3189.4,662.3,1357.9,177.6,658.6,266.40000000000003,468.0,21.599999999999998,3103.2000000000003,644.4,1321.2,172.79999999999998,640.8000000000001,259.2,7.8,1120.6000000000001,232.7,477.1,62.4,231.4,93.60000000000001,51.72,10.739999999999998,22.02,2.88,10.68,4.32,1542.98,3163.5400000000004,413.76,1534.3600000000001,620.64,656.93,85.91999999999999,318.62,128.88,176.16,653.2600000000001,264.24,85.44,34.56,128.16
30,6,2012,34,42,15,1.7,79.7,12.0,8.5,2.2,11.5,2.2,180.0,60360.0,1020.0,1260.0,450.0,51.0,2391.0,360.0,255.0,66.0,345.0,66.0,12072.0,204.0,252.0,90.0,10.2,478.20000000000005,72.0,51.0,13.200000000000001,69.0,13.200000000000001,68408.0,84504.0,30180.0,3420.4,160356.4,24144.0,17102.0,4426.400000000001,23138.0,4426.400000000001,1428.0,510.0,57.8,2709.8,408.0,289.0,74.80000000000001,391.0,74.80000000000001,630.0,71.39999999999999,3347.4,504.0,357.0,92.4,483.0,92.4,25.5,1195.5,180.0,127.5,33.0,172.5,33.0,135.49,20.4,14.45,3.74,19.55,3.74,956.4000000000001,677.45,175.34000000000003,916.5500000000001,175.34000000000003,102.0,26.400000000000002,138.0,26.400000000000002,18.700000000000003,97.75,18.700000000000003,25.3,4.840000000000001,25.3
